test,time,using_time_window,nth,time_leap
devices, 3600000, 0, 4, 192334
devices, 3600000, 0, 5, 74308
devices, 3600000, 0, 3, 246919
devices, 3600000, 0, 3, 246919
devices, 3600000, 0, 4, 74886
devices, 3600000, 0, 2, 86368
devices, 3600000, 0, 3, 291559
devices, 3600000, 0, 4, 3423452
devices, 3600000, 0, 4, 3423292
devices, 3600000, 0, 4, 3167814
devices, 3600000, 0, 4, 863572
devices, 3600000, 0, 4, 517108
devices, 3600000, 0, 4, 226786
devices, 3600000, 0, 4, 57066
devices, 3600000, 0, 5, 15739
devices, 3600000, 0, 5, 15739
devices, 3600000, 0, 6, 74886
devices, 3600000, 0, 4, 73383
devices, 3600000, 0, 4, 73383
devices, 3600000, 0, 5, 74308
devices, 3600000, 0, 3, 193432
devices, 3600000, 0, 4, 3521579
devices, 3600000, 0, 4, 3521419
devices, 3600000, 0, 4, 3265941
devices, 3600000, 0, 4, 961699
devices, 3600000, 0, 4, 615235
devices, 3600000, 0, 4, 324913
devices, 3600000, 0, 4, 155193
devices, 3600000, 0, 5, 15739
devices, 3600000, 0, 5, 15739
devices, 3600000, 0, 6, 74886
devices, 3600000, 0, 4, 171510
devices, 3600000, 0, 4, 171510
devices, 3600000, 0, 5, 74308
devices, 3600000, 0, 3, 172608
devices, 3600000, 0, 4, 3542403
devices, 3600000, 0, 4, 3542243
devices, 3600000, 0, 4, 3286765
devices, 3600000, 0, 4, 982523
devices, 3600000, 0, 4, 636059
devices, 3600000, 0, 4, 345737
devices, 3600000, 0, 4, 176017
devices, 3600000, 0, 5, 15739
devices, 3600000, 0, 5, 15739
devices, 3600000, 0, 6, 74886
devices, 3600000, 0, 4, 192334
devices, 3600000, 0, 4, 192334
devices, 3600000, 0, 5, 74308
devices, 3600000, 0, 3, 91182
devices, 3600000, 0, 4, 3368191
devices, 3600000, 0, 4, 1063949
devices, 3600000, 0, 4, 717485
devices, 3600000, 0, 4, 427163
devices, 3600000, 0, 4, 257443
devices, 3600000, 0, 5, 15739
devices, 3600000, 0, 5, 15739
devices, 3600000, 0, 6, 74886
devices, 3600000, 0, 4, 80879
devices, 3600000, 0, 5, 119498
devices, 3600000, 0, 6, 3423452
devices, 3600000, 0, 6, 3423292
devices, 3600000, 0, 6, 3167814
devices, 3600000, 0, 6, 863572
devices, 3600000, 0, 6, 517108
devices, 3600000, 0, 6, 226786
devices, 3600000, 0, 6, 57066
devices, 3600000, 0, 7, 15739
devices, 3600000, 0, 7, 15739
devices, 3600000, 0, 8, 74886
devices, 3600000, 0, 6, 73383
devices, 3600000, 0, 6, 73383
devices, 3600000, 0, 7, 74308
devices, 3600000, 0, 5, 21371
devices, 3600000, 0, 6, 3521579
devices, 3600000, 0, 6, 3521419
devices, 3600000, 0, 6, 3265941
devices, 3600000, 0, 6, 961699
devices, 3600000, 0, 6, 615235
devices, 3600000, 0, 6, 324913
devices, 3600000, 0, 6, 155193
devices, 3600000, 0, 7, 15739
devices, 3600000, 0, 7, 15739
devices, 3600000, 0, 8, 74886
devices, 3600000, 0, 6, 171510
devices, 3600000, 0, 6, 171510
devices, 3600000, 0, 7, 74308
devices, 3600000, 0, 5, 547
devices, 3600000, 0, 6, 3542403
devices, 3600000, 0, 6, 3542243
devices, 3600000, 0, 6, 3286765
devices, 3600000, 0, 6, 982523
devices, 3600000, 0, 6, 636059
devices, 3600000, 0, 6, 345737
devices, 3600000, 0, 6, 176017
devices, 3600000, 0, 7, 15739
devices, 3600000, 0, 7, 15739
devices, 3600000, 0, 8, 74886
devices, 3600000, 0, 6, 192334
devices, 3600000, 0, 6, 192334
devices, 3600000, 0, 7, 74308
devices, 3600000, 0, 5, 192303
devices, 3600000, 0, 5, 192303
devices, 3600000, 0, 6, 74886
devices, 3600000, 0, 4, 26263
devices, 3600000, 0, 5, 174114
devices, 3600000, 0, 6, 3423452
devices, 3600000, 0, 6, 3423292
devices, 3600000, 0, 6, 3167814
devices, 3600000, 0, 6, 863572
devices, 3600000, 0, 6, 517108
devices, 3600000, 0, 6, 226786
devices, 3600000, 0, 6, 57066
devices, 3600000, 0, 7, 15739
devices, 3600000, 0, 7, 15739
devices, 3600000, 0, 8, 74886
devices, 3600000, 0, 6, 73383
devices, 3600000, 0, 6, 73383
devices, 3600000, 0, 7, 74308
devices, 3600000, 0, 5, 75987
devices, 3600000, 0, 6, 3521579
devices, 3600000, 0, 6, 3521419
devices, 3600000, 0, 6, 3265941
devices, 3600000, 0, 6, 961699
devices, 3600000, 0, 6, 615235
devices, 3600000, 0, 6, 324913
devices, 3600000, 0, 6, 155193
devices, 3600000, 0, 7, 15739
devices, 3600000, 0, 7, 15739
devices, 3600000, 0, 8, 74886
devices, 3600000, 0, 6, 171510
devices, 3600000, 0, 6, 171510
devices, 3600000, 0, 7, 74308
devices, 3600000, 0, 5, 55163
devices, 3600000, 0, 6, 3542403
devices, 3600000, 0, 6, 3542243
devices, 3600000, 0, 6, 3286765
devices, 3600000, 0, 6, 982523
devices, 3600000, 0, 6, 636059
devices, 3600000, 0, 6, 345737
devices, 3600000, 0, 6, 176017
devices, 3600000, 0, 7, 15739
devices, 3600000, 0, 7, 15739
devices, 3600000, 0, 8, 74886
devices, 3600000, 0, 6, 192334
devices, 3600000, 0, 6, 192334
devices, 3600000, 0, 7, 74308
devices, 3600000, 0, 5, 246919
devices, 3600000, 0, 5, 246919
devices, 3600000, 0, 6, 74886
devices, 3600000, 0, 4, 273760
devices, 3600000, 0, 4, 273760
devices, 3600000, 0, 5, 74308
devices, 3600000, 0, 3, 89979
devices, 3600000, 0, 4, 3369394
devices, 3600000, 0, 4, 1065152
devices, 3600000, 0, 4, 718688
devices, 3600000, 0, 4, 428366
devices, 3600000, 0, 4, 258646
devices, 3600000, 0, 5, 15739
devices, 3600000, 0, 5, 15739
devices, 3600000, 0, 6, 74886
devices, 3600000, 0, 4, 82082
devices, 3600000, 0, 5, 119498
devices, 3600000, 0, 6, 3423452
devices, 3600000, 0, 6, 3423292
devices, 3600000, 0, 6, 3167814
devices, 3600000, 0, 6, 863572
devices, 3600000, 0, 6, 517108
devices, 3600000, 0, 6, 226786
devices, 3600000, 0, 6, 57066
devices, 3600000, 0, 7, 15739
devices, 3600000, 0, 7, 15739
devices, 3600000, 0, 8, 74886
devices, 3600000, 0, 6, 73383
devices, 3600000, 0, 6, 73383
devices, 3600000, 0, 7, 74308
devices, 3600000, 0, 5, 21371
devices, 3600000, 0, 6, 3521579
devices, 3600000, 0, 6, 3521419
devices, 3600000, 0, 6, 3265941
devices, 3600000, 0, 6, 961699
devices, 3600000, 0, 6, 615235
devices, 3600000, 0, 6, 324913
devices, 3600000, 0, 6, 155193
devices, 3600000, 0, 7, 15739
devices, 3600000, 0, 7, 15739
devices, 3600000, 0, 8, 74886
devices, 3600000, 0, 6, 171510
devices, 3600000, 0, 6, 171510
devices, 3600000, 0, 7, 74308
devices, 3600000, 0, 5, 547
devices, 3600000, 0, 6, 3542403
devices, 3600000, 0, 6, 3542243
devices, 3600000, 0, 6, 3286765
devices, 3600000, 0, 6, 982523
devices, 3600000, 0, 6, 636059
devices, 3600000, 0, 6, 345737
devices, 3600000, 0, 6, 176017
devices, 3600000, 0, 7, 15739
devices, 3600000, 0, 7, 15739
devices, 3600000, 0, 8, 74886
devices, 3600000, 0, 6, 192334
devices, 3600000, 0, 6, 192334
devices, 3600000, 0, 7, 74308
devices, 3600000, 0, 5, 192303
devices, 3600000, 0, 5, 192303
devices, 3600000, 0, 6, 74886
devices, 3600000, 0, 4, 27466
devices, 3600000, 0, 5, 174114
devices, 3600000, 0, 6, 3423452
devices, 3600000, 0, 6, 3423292
devices, 3600000, 0, 6, 3167814
devices, 3600000, 0, 6, 863572
devices, 3600000, 0, 6, 517108
devices, 3600000, 0, 6, 226786
devices, 3600000, 0, 6, 57066
devices, 3600000, 0, 7, 15739
devices, 3600000, 0, 7, 15739
devices, 3600000, 0, 8, 74886
devices, 3600000, 0, 6, 73383
devices, 3600000, 0, 6, 73383
devices, 3600000, 0, 7, 74308
devices, 3600000, 0, 5, 75987
devices, 3600000, 0, 6, 3521579
devices, 3600000, 0, 6, 3521419
devices, 3600000, 0, 6, 3265941
devices, 3600000, 0, 6, 961699
devices, 3600000, 0, 6, 615235
devices, 3600000, 0, 6, 324913
devices, 3600000, 0, 6, 155193
devices, 3600000, 0, 7, 15739
devices, 3600000, 0, 7, 15739
devices, 3600000, 0, 8, 74886
devices, 3600000, 0, 6, 171510
devices, 3600000, 0, 6, 171510
devices, 3600000, 0, 7, 74308
devices, 3600000, 0, 5, 55163
devices, 3600000, 0, 6, 3542403
devices, 3600000, 0, 6, 3542243
devices, 3600000, 0, 6, 3286765
devices, 3600000, 0, 6, 982523
devices, 3600000, 0, 6, 636059
devices, 3600000, 0, 6, 345737
devices, 3600000, 0, 6, 176017
devices, 3600000, 0, 7, 15739
devices, 3600000, 0, 7, 15739
devices, 3600000, 0, 8, 74886
devices, 3600000, 0, 6, 192334
devices, 3600000, 0, 6, 192334
devices, 3600000, 0, 7, 74308
devices, 3600000, 0, 5, 246919
devices, 3600000, 0, 5, 246919
devices, 3600000, 0, 6, 74886
devices, 3600000, 0, 4, 274963
devices, 3600000, 0, 4, 274963
devices, 3600000, 0, 5, 74308
devices, 3600000, 0, 3, 25341
devices, 3600000, 0, 4, 3434032
devices, 3600000, 0, 4, 1129790
devices, 3600000, 0, 4, 783326
devices, 3600000, 0, 4, 493004
devices, 3600000, 0, 4, 323284
devices, 3600000, 0, 5, 15739
devices, 3600000, 0, 5, 15739
devices, 3600000, 0, 6, 74886
devices, 3600000, 0, 4, 146720
devices, 3600000, 0, 5, 119498
devices, 3600000, 0, 6, 3423452
devices, 3600000, 0, 6, 3423292
devices, 3600000, 0, 6, 3167814
devices, 3600000, 0, 6, 863572
devices, 3600000, 0, 6, 517108
devices, 3600000, 0, 6, 226786
devices, 3600000, 0, 6, 57066
devices, 3600000, 0, 7, 15739
devices, 3600000, 0, 7, 15739
devices, 3600000, 0, 8, 74886
devices, 3600000, 0, 6, 73383
devices, 3600000, 0, 6, 73383
devices, 3600000, 0, 7, 74308
devices, 3600000, 0, 5, 21371
devices, 3600000, 0, 6, 3521579
devices, 3600000, 0, 6, 3521419
devices, 3600000, 0, 6, 3265941
devices, 3600000, 0, 6, 961699
devices, 3600000, 0, 6, 615235
devices, 3600000, 0, 6, 324913
devices, 3600000, 0, 6, 155193
devices, 3600000, 0, 7, 15739
devices, 3600000, 0, 7, 15739
devices, 3600000, 0, 8, 74886
devices, 3600000, 0, 6, 171510
devices, 3600000, 0, 6, 171510
devices, 3600000, 0, 7, 74308
devices, 3600000, 0, 5, 547
devices, 3600000, 0, 6, 3542403
devices, 3600000, 0, 6, 3542243
devices, 3600000, 0, 6, 3286765
devices, 3600000, 0, 6, 982523
devices, 3600000, 0, 6, 636059
devices, 3600000, 0, 6, 345737
devices, 3600000, 0, 6, 176017
devices, 3600000, 0, 7, 15739
devices, 3600000, 0, 7, 15739
devices, 3600000, 0, 8, 74886
devices, 3600000, 0, 6, 192334
devices, 3600000, 0, 6, 192334
devices, 3600000, 0, 7, 74308
devices, 3600000, 0, 5, 192303
devices, 3600000, 0, 5, 192303
devices, 3600000, 0, 6, 74886
devices, 3600000, 0, 4, 92104
devices, 3600000, 0, 5, 174114
devices, 3600000, 0, 6, 3423452
devices, 3600000, 0, 6, 3423292
devices, 3600000, 0, 6, 3167814
devices, 3600000, 0, 6, 863572
devices, 3600000, 0, 6, 517108
devices, 3600000, 0, 6, 226786
devices, 3600000, 0, 6, 57066
devices, 3600000, 0, 7, 15739
devices, 3600000, 0, 7, 15739
devices, 3600000, 0, 8, 74886
devices, 3600000, 0, 6, 73383
devices, 3600000, 0, 6, 73383
devices, 3600000, 0, 7, 74308
devices, 3600000, 0, 5, 75987
devices, 3600000, 0, 6, 3521579
devices, 3600000, 0, 6, 3521419
devices, 3600000, 0, 6, 3265941
devices, 3600000, 0, 6, 961699
devices, 3600000, 0, 6, 615235
devices, 3600000, 0, 6, 324913
devices, 3600000, 0, 6, 155193
devices, 3600000, 0, 7, 15739
devices, 3600000, 0, 7, 15739
devices, 3600000, 0, 8, 74886
devices, 3600000, 0, 6, 171510
devices, 3600000, 0, 6, 171510
devices, 3600000, 0, 7, 74308
devices, 3600000, 0, 5, 55163
devices, 3600000, 0, 6, 3542403
devices, 3600000, 0, 6, 3542243
devices, 3600000, 0, 6, 3286765
devices, 3600000, 0, 6, 982523
devices, 3600000, 0, 6, 636059
devices, 3600000, 0, 6, 345737
devices, 3600000, 0, 6, 176017
devices, 3600000, 0, 7, 15739
devices, 3600000, 0, 7, 15739
devices, 3600000, 0, 8, 74886
devices, 3600000, 0, 6, 192334
devices, 3600000, 0, 6, 192334
devices, 3600000, 0, 7, 74308
devices, 3600000, 0, 5, 246919
devices, 3600000, 0, 5, 246919
devices, 3600000, 0, 6, 74886
devices, 3600000, 0, 4, 339601
devices, 3600000, 0, 4, 339601
devices, 3600000, 0, 5, 74308
devices, 3600000, 0, 3, 364364
devices, 3600000, 0, 3, 364364
devices, 3600000, 0, 4, 74886
devices, 3600000, 0, 2, 451310
devices, 3600000, 0, 2, 451310
devices, 3600000, 0, 3, 74308
devices, 3600000, 0, 1, 629877
devices, 3600000, 0, 2, 1388578
devices, 3600000, 0, 2, 1042114
devices, 3600000, 0, 2, 751792
devices, 3600000, 0, 2, 582072
devices, 3600000, 0, 3, 15739
devices, 3600000, 0, 3, 15739
devices, 3600000, 0, 4, 74886
devices, 3600000, 0, 2, 405508
devices, 3600000, 0, 3, 119498
devices, 3600000, 0, 4, 3423452
devices, 3600000, 0, 4, 3423292
devices, 3600000, 0, 4, 3167814
devices, 3600000, 0, 4, 863572
devices, 3600000, 0, 4, 517108
devices, 3600000, 0, 4, 226786
devices, 3600000, 0, 4, 57066
devices, 3600000, 0, 5, 15739
devices, 3600000, 0, 5, 15739
devices, 3600000, 0, 6, 74886
devices, 3600000, 0, 4, 73383
devices, 3600000, 0, 4, 73383
devices, 3600000, 0, 5, 74308
devices, 3600000, 0, 3, 21371
devices, 3600000, 0, 4, 3521579
devices, 3600000, 0, 4, 3521419
devices, 3600000, 0, 4, 3265941
devices, 3600000, 0, 4, 961699
devices, 3600000, 0, 4, 615235
devices, 3600000, 0, 4, 324913
devices, 3600000, 0, 4, 155193
devices, 3600000, 0, 5, 15739
devices, 3600000, 0, 5, 15739
devices, 3600000, 0, 6, 74886
devices, 3600000, 0, 4, 171510
devices, 3600000, 0, 4, 171510
devices, 3600000, 0, 5, 74308
devices, 3600000, 0, 3, 547
devices, 3600000, 0, 4, 3542403
devices, 3600000, 0, 4, 3542243
devices, 3600000, 0, 4, 3286765
devices, 3600000, 0, 4, 982523
devices, 3600000, 0, 4, 636059
devices, 3600000, 0, 4, 345737
devices, 3600000, 0, 4, 176017
devices, 3600000, 0, 5, 15739
devices, 3600000, 0, 5, 15739
devices, 3600000, 0, 6, 74886
devices, 3600000, 0, 4, 192334
devices, 3600000, 0, 4, 192334
devices, 3600000, 0, 5, 74308
devices, 3600000, 0, 3, 192303
devices, 3600000, 0, 3, 192303
devices, 3600000, 0, 4, 74886
devices, 3600000, 0, 2, 350892
devices, 3600000, 0, 3, 174114
devices, 3600000, 0, 4, 3423452
devices, 3600000, 0, 4, 3423292
devices, 3600000, 0, 4, 3167814
devices, 3600000, 0, 4, 863572
devices, 3600000, 0, 4, 517108
devices, 3600000, 0, 4, 226786
devices, 3600000, 0, 4, 57066
devices, 3600000, 0, 5, 15739
devices, 3600000, 0, 5, 15739
devices, 3600000, 0, 6, 74886
devices, 3600000, 0, 4, 73383
devices, 3600000, 0, 4, 73383
devices, 3600000, 0, 5, 74308
devices, 3600000, 0, 3, 75987
devices, 3600000, 0, 4, 3521579
devices, 3600000, 0, 4, 3521419
devices, 3600000, 0, 4, 3265941
devices, 3600000, 0, 4, 961699
devices, 3600000, 0, 4, 615235
devices, 3600000, 0, 4, 324913
devices, 3600000, 0, 4, 155193
devices, 3600000, 0, 5, 15739
devices, 3600000, 0, 5, 15739
devices, 3600000, 0, 6, 74886
devices, 3600000, 0, 4, 171510
devices, 3600000, 0, 4, 171510
devices, 3600000, 0, 5, 74308
devices, 3600000, 0, 3, 55163
devices, 3600000, 0, 4, 3542403
devices, 3600000, 0, 4, 3542243
devices, 3600000, 0, 4, 3286765
devices, 3600000, 0, 4, 982523
devices, 3600000, 0, 4, 636059
devices, 3600000, 0, 4, 345737
devices, 3600000, 0, 4, 176017
devices, 3600000, 0, 5, 15739
devices, 3600000, 0, 5, 15739
devices, 3600000, 0, 6, 74886
devices, 3600000, 0, 4, 192334
devices, 3600000, 0, 4, 192334
devices, 3600000, 0, 5, 74308
devices, 3600000, 0, 3, 246919
devices, 3600000, 0, 3, 246919
devices, 3600000, 0, 4, 74886
devices, 3600000, 0, 2, 233447
devices, 3600000, 0, 3, 291559
devices, 3600000, 0, 4, 3423452
devices, 3600000, 0, 4, 3423292
devices, 3600000, 0, 4, 3167814
devices, 3600000, 0, 4, 863572
devices, 3600000, 0, 4, 517108
devices, 3600000, 0, 4, 226786
devices, 3600000, 0, 4, 57066
devices, 3600000, 0, 5, 15739
devices, 3600000, 0, 5, 15739
devices, 3600000, 0, 6, 74886
devices, 3600000, 0, 4, 73383
devices, 3600000, 0, 4, 73383
devices, 3600000, 0, 5, 74308
devices, 3600000, 0, 3, 193432
devices, 3600000, 0, 4, 3521579
devices, 3600000, 0, 4, 3521419
devices, 3600000, 0, 4, 3265941
devices, 3600000, 0, 4, 961699
devices, 3600000, 0, 4, 615235
devices, 3600000, 0, 4, 324913
devices, 3600000, 0, 4, 155193
devices, 3600000, 0, 5, 15739
devices, 3600000, 0, 5, 15739
devices, 3600000, 0, 6, 74886
devices, 3600000, 0, 4, 171510
devices, 3600000, 0, 4, 171510
devices, 3600000, 0, 5, 74308
devices, 3600000, 0, 3, 172608
devices, 3600000, 0, 4, 3542403
devices, 3600000, 0, 4, 3542243
devices, 3600000, 0, 4, 3286765
devices, 3600000, 0, 4, 982523
devices, 3600000, 0, 4, 636059
devices, 3600000, 0, 4, 345737
devices, 3600000, 0, 4, 176017
devices, 3600000, 0, 5, 15739
devices, 3600000, 0, 5, 15739
devices, 3600000, 0, 6, 74886
devices, 3600000, 0, 4, 192334
devices, 3600000, 0, 4, 192334
devices, 3600000, 0, 5, 74308
devices, 3600000, 0, 3, 91182
devices, 3600000, 0, 4, 3368191
devices, 3600000, 0, 4, 1063949
devices, 3600000, 0, 4, 717485
devices, 3600000, 0, 4, 427163
devices, 3600000, 0, 4, 257443
devices, 3600000, 0, 5, 15739
devices, 3600000, 0, 5, 15739
devices, 3600000, 0, 6, 74886
devices, 3600000, 0, 4, 80879
devices, 3600000, 0, 5, 119498
devices, 3600000, 0, 6, 3423452
devices, 3600000, 0, 6, 3423292
devices, 3600000, 0, 6, 3167814
devices, 3600000, 0, 6, 863572
devices, 3600000, 0, 6, 517108
devices, 3600000, 0, 6, 226786
devices, 3600000, 0, 6, 57066
devices, 3600000, 0, 7, 15739
devices, 3600000, 0, 7, 15739
devices, 3600000, 0, 8, 74886
devices, 3600000, 0, 6, 73383
devices, 3600000, 0, 6, 73383
devices, 3600000, 0, 7, 74308
devices, 3600000, 0, 5, 21371
devices, 3600000, 0, 6, 3521579
devices, 3600000, 0, 6, 3521419
devices, 3600000, 0, 6, 3265941
devices, 3600000, 0, 6, 961699
devices, 3600000, 0, 6, 615235
devices, 3600000, 0, 6, 324913
devices, 3600000, 0, 6, 155193
devices, 3600000, 0, 7, 15739
devices, 3600000, 0, 7, 15739
devices, 3600000, 0, 8, 74886
devices, 3600000, 0, 6, 171510
devices, 3600000, 0, 6, 171510
devices, 3600000, 0, 7, 74308
devices, 3600000, 0, 5, 547
devices, 3600000, 0, 6, 3542403
devices, 3600000, 0, 6, 3542243
devices, 3600000, 0, 6, 3286765
devices, 3600000, 0, 6, 982523
devices, 3600000, 0, 6, 636059
devices, 3600000, 0, 6, 345737
devices, 3600000, 0, 6, 176017
devices, 3600000, 0, 7, 15739
devices, 3600000, 0, 7, 15739
devices, 3600000, 0, 8, 74886
devices, 3600000, 0, 6, 192334
devices, 3600000, 0, 6, 192334
devices, 3600000, 0, 7, 74308
devices, 3600000, 0, 5, 192303
devices, 3600000, 0, 5, 192303
devices, 3600000, 0, 6, 74886
devices, 3600000, 0, 4, 26263
devices, 3600000, 0, 5, 174114
devices, 3600000, 0, 6, 3423452
devices, 3600000, 0, 6, 3423292
devices, 3600000, 0, 6, 3167814
devices, 3600000, 0, 6, 863572
devices, 3600000, 0, 6, 517108
devices, 3600000, 0, 6, 226786
devices, 3600000, 0, 6, 57066
devices, 3600000, 0, 7, 15739
devices, 3600000, 0, 7, 15739
devices, 3600000, 0, 8, 74886
devices, 3600000, 0, 6, 73383
devices, 3600000, 0, 6, 73383
devices, 3600000, 0, 7, 74308
devices, 3600000, 0, 5, 75987
devices, 3600000, 0, 6, 3521579
devices, 3600000, 0, 6, 3521419
devices, 3600000, 0, 6, 3265941
devices, 3600000, 0, 6, 961699
devices, 3600000, 0, 6, 615235
devices, 3600000, 0, 6, 324913
devices, 3600000, 0, 6, 155193
devices, 3600000, 0, 7, 15739
devices, 3600000, 0, 7, 15739
devices, 3600000, 0, 8, 74886
devices, 3600000, 0, 6, 171510
devices, 3600000, 0, 6, 171510
devices, 3600000, 0, 7, 74308
devices, 3600000, 0, 5, 55163
devices, 3600000, 0, 6, 3542403
devices, 3600000, 0, 6, 3542243
devices, 3600000, 0, 6, 3286765
devices, 3600000, 0, 6, 982523
devices, 3600000, 0, 6, 636059
devices, 3600000, 0, 6, 345737
devices, 3600000, 0, 6, 176017
devices, 3600000, 0, 7, 15739
devices, 3600000, 0, 7, 15739
devices, 3600000, 0, 8, 74886
devices, 3600000, 0, 6, 192334
devices, 3600000, 0, 6, 192334
devices, 3600000, 0, 7, 74308
devices, 3600000, 0, 5, 246919
devices, 3600000, 0, 5, 246919
devices, 3600000, 0, 6, 74886
devices, 3600000, 0, 4, 273760
devices, 3600000, 0, 4, 273760
devices, 3600000, 0, 5, 74308
devices, 3600000, 0, 3, 89979
devices, 3600000, 0, 4, 3369394
devices, 3600000, 0, 4, 1065152
devices, 3600000, 0, 4, 718688
devices, 3600000, 0, 4, 428366
devices, 3600000, 0, 4, 258646
devices, 3600000, 0, 5, 15739
devices, 3600000, 0, 5, 15739
devices, 3600000, 0, 6, 74886
devices, 3600000, 0, 4, 82082
devices, 3600000, 0, 5, 119498
devices, 3600000, 0, 6, 3423452
devices, 3600000, 0, 6, 3423292
devices, 3600000, 0, 6, 3167814
devices, 3600000, 0, 6, 863572
devices, 3600000, 0, 6, 517108
devices, 3600000, 0, 6, 226786
devices, 3600000, 0, 6, 57066
devices, 3600000, 0, 7, 15739
devices, 3600000, 0, 7, 15739
devices, 3600000, 0, 8, 74886
devices, 3600000, 0, 6, 73383
devices, 3600000, 0, 6, 73383
devices, 3600000, 0, 7, 74308
devices, 3600000, 0, 5, 21371
devices, 3600000, 0, 6, 3521579
devices, 3600000, 0, 6, 3521419
devices, 3600000, 0, 6, 3265941
devices, 3600000, 0, 6, 961699
devices, 3600000, 0, 6, 615235
devices, 3600000, 0, 6, 324913
devices, 3600000, 0, 6, 155193
devices, 3600000, 0, 7, 15739
devices, 3600000, 0, 7, 15739
devices, 3600000, 0, 8, 74886
devices, 3600000, 0, 6, 171510
devices, 3600000, 0, 6, 171510
devices, 3600000, 0, 7, 74308
devices, 3600000, 0, 5, 547
devices, 3600000, 0, 6, 3542403
devices, 3600000, 0, 6, 3542243
devices, 3600000, 0, 6, 3286765
devices, 3600000, 0, 6, 982523
devices, 3600000, 0, 6, 636059
devices, 3600000, 0, 6, 345737
devices, 3600000, 0, 6, 176017
devices, 3600000, 0, 7, 15739
devices, 3600000, 0, 7, 15739
devices, 3600000, 0, 8, 74886
devices, 3600000, 0, 6, 192334
devices, 3600000, 0, 6, 192334
devices, 3600000, 0, 7, 74308
devices, 3600000, 0, 5, 192303
devices, 3600000, 0, 5, 192303
devices, 3600000, 0, 6, 74886
devices, 3600000, 0, 4, 27466
devices, 3600000, 0, 5, 174114
devices, 3600000, 0, 6, 3423452
devices, 3600000, 0, 6, 3423292
devices, 3600000, 0, 6, 3167814
devices, 3600000, 0, 6, 863572
devices, 3600000, 0, 6, 517108
devices, 3600000, 0, 6, 226786
devices, 3600000, 0, 6, 57066
devices, 3600000, 0, 7, 15739
devices, 3600000, 0, 7, 15739
devices, 3600000, 0, 8, 74886
devices, 3600000, 0, 6, 73383
devices, 3600000, 0, 6, 73383
devices, 3600000, 0, 7, 74308
devices, 3600000, 0, 5, 75987
devices, 3600000, 0, 6, 3521579
devices, 3600000, 0, 6, 3521419
devices, 3600000, 0, 6, 3265941
devices, 3600000, 0, 6, 961699
devices, 3600000, 0, 6, 615235
devices, 3600000, 0, 6, 324913
devices, 3600000, 0, 6, 155193
devices, 3600000, 0, 7, 15739
devices, 3600000, 0, 7, 15739
devices, 3600000, 0, 8, 74886
devices, 3600000, 0, 6, 171510
